disease_name,url,symptoms
Ramsay Hunt syndrome,https://www.mayoclinic.org/diseases-conditions/ramsay-hunt-syndrome/symptoms-causes/syc-20351783,"The two main signs and symptoms of Ramsay Hunt syndrome are:; A painful red rash with fluid-filled blisters on, in and around one ear.; Facial weakness or paralysis on the same side as the affected ear.; Usually, the rash and the facial paralysis occur at the same time. Sometimes one can happen before the other. Other times, the rash never occurs.; If you have Ramsay Hunt syndrome, you might also experience:; Ear pain.; Hearing loss.; Ringing in your ears (tinnitus).; Difficulty closing one eye.; A sensation of spinning or moving (vertigo).; A change in taste perception or loss of taste.; Dry mouth and eyes."
Raynaud's disease,https://www.mayoclinic.org/diseases-conditions/raynauds-disease/symptoms-causes/syc-20363571,
Reactive arthritis,https://www.mayoclinic.org/diseases-conditions/reactive-arthritis/symptoms-causes/syc-20354838,"The signs and symptoms of reactive arthritis generally start 1 to 4 weeks after exposure to a triggering infection. They might include:; Pain and stiffness. The joint pain associated with reactive arthritis most commonly occurs in the knees, ankles and feet. Pain may also occur in the heels, low back or buttocks.; Eye inflammation. Many people who have reactive arthritis also develop eye inflammation (conjunctivitis).; Urinary problems. Increased frequency and discomfort during urination may occur, as can inflammation of the prostate gland or cervix.; Inflammation of tendons and ligaments where they attach to bone (enthesitis). This happens most often in the heels and the sole of the feet.; Swollen toes or fingers. In some cases, toes or fingers might become so swollen that they look like sausages.; Skin problems. Reactive arthritis can affect skin in a variety of ways, including mouth sores and a rash on the soles of the feet and palms of the hands.; Low back pain. The pain tends to be worse at night or in the morning."
Reactive attachment disorder,https://www.mayoclinic.org/diseases-conditions/reactive-attachment-disorder/symptoms-causes/syc-20352939,"Reactive attachment disorder usually starts in infancy. There's little research on signs and symptoms of reactive attachment disorder beyond early childhood, and it remains uncertain whether it occurs in children older than 5 years.; Signs and symptoms may include:; Unexplained withdrawal, fear, sadness or irritability; Sad and listless appearance; Not seeking comfort or showing no response when comfort is given; Failure to smile; Watching others closely but not engaging in social interaction; Failure to reach out when picked up; No interest in playing peekaboo or other interactive games; Behavior problems; Failing to seek support or assistance"
Rectal cancer,https://www.mayoclinic.org/diseases-conditions/rectal-cancer/symptoms-causes/syc-20352884,"Rectal cancer may not cause symptoms early on. Symptoms of rectal cancer usually happen when the disease is advanced.; Signs and symptoms of rectal cancer include:; A change in bowel habits, such as diarrhea, constipation or a more-frequent need to pass stool.; A feeling that the bowel doesn't empty completely.; Abdominal pain.; Dark maroon or bright red blood in stool.; Narrow stool.; Weight loss that happens without trying.; Weakness or fatigue."
Rectal prolapse,https://www.mayoclinic.org/diseases-conditions/rectal-prolapse/symptoms-causes/syc-20352837,"If you have rectal prolapse, you may notice a reddish lump that comes out of the anus, often while straining during a bowel movement. The lump may slip back inside the anus, or it may continue to be seen.; Other symptoms may include:; You cannot control your bowel movements, known as fecal incontinence.; Constipation or loose stools.; Leaking blood or mucus from the rectum.; Feeling that your rectum isn't empty after a bowel movement."
Rectovaginal fistula,https://www.mayoclinic.org/diseases-conditions/rectovaginal-fistula/symptoms-causes/syc-20377108,"The most common symptom of a rectovaginal fistula is passing gas or stool from the vagina. Depending on the fistula's size and location, you may have only minor symptoms. Or you may have significant problems with stool and gas leakage and keeping the area clean."
Recurrent breast cancer,https://www.mayoclinic.org/diseases-conditions/recurrent-breast-cancer/symptoms-causes/syc-20377135,Signs and symptoms of recurrent breast cancer vary depending on where the cancer comes back.
REM sleep behavior disorder,https://www.mayoclinic.org/diseases-conditions/rem-sleep-behavior-disorder/symptoms-causes/syc-20352920,"With REM sleep behavior disorder, instead of experiencing the normal temporary paralysis of your arms and legs (atonia) during REM sleep, you physically act out your dreams.; The onset can be gradual or sudden, and episodes may occur occasionally or several times a night. The disorder often worsens with time.; Symptoms of REM sleep behavior disorder may include:; Movement, such as kicking, punching, arm flailing or jumping from bed, in response to action-filled or violent dreams, such as being chased or defending yourself from an attack; Noises, such as talking, laughing, shouting, emotional outcries or even cursing; Being able to recall the dream if you awaken during the episode"
Renal artery stenosis,https://www.mayoclinic.org/diseases-conditions/renal-artery-stenosis/symptoms-causes/syc-20352777,"Renal artery stenosis often doesn't cause symptoms until it's advanced. A healthcare professional may find the condition while testing for something else. Or your healthcare professional may suspect the condition if you have:; High blood pressure that begins suddenly or gets worse without a known cause.; High blood pressure that begins before age 30 or after age 55.; As renal artery stenosis advances, other signs and symptoms may include:; High blood pressure that's hard to manage.; A whooshing sound as blood flows through a narrowed vessel, called a bruit. A member of your healthcare team hears the sound through a stethoscope placed over your kidneys.; Fluid buildup and swelling in the body's tissues."
Residual limb pain,https://www.mayoclinic.org/diseases-conditions/residual-limb-pain/symptoms-causes/syc-20541403,"Residual limb pain symptoms can begin soon after surgery. Or they can start more than two years after the amputation. The type of pain may depend on the cause. People most often feel the pain at the end of the stump. Pain may feel like:; Prickling.; Throbbing.; Burning.; Squeezing.; Stabbing.; Cramping.; In some people, the residual limb may move by itself a little or a lot."
Respiratory syncytial virus (RSV),https://www.mayoclinic.org/diseases-conditions/respiratory-syncytial-virus/symptoms-causes/syc-20353098,"Signs and symptoms of respiratory syncytial virus (RSV) infection most commonly appear about four to six days after exposure to the virus. In adults and older children, RSV usually causes mild cold-like signs and symptoms. These may include:; Congested or runny nose; Dry cough; Low-grade fever; Sore throat; Sneezing; Headache"
Restless legs syndrome,https://www.mayoclinic.org/diseases-conditions/restless-legs-syndrome/symptoms-causes/syc-20377168,"The chief symptom of restless legs syndrome is an urge to move the legs. It's common to experience:; Uncomfortable sensations that begin while resting. A feeling in the legs typically begins after you've been lying down or sitting for an extended time. It might happen while sitting in a car, airplane or movie theater.; Relief with movement. The sensation of RLS lessens with movement. Stretching, jiggling the legs, pacing or walking may improve symptoms.; Worsening of symptoms in the evening. Symptoms occur mainly at night.; Nighttime leg twitching. RLS may be associated with another, more common condition called periodic limb movement of sleep. This condition causes the legs to twitch and kick during sleep, possibly throughout the night.; People typically describe RLS symptoms as compelling, unpleasant feelings in the legs or feet. They usually happen on both sides of the body. Less commonly, the sensations affect the arms.; The sensations are felt within the leg rather than on the skin. They're described as:; Crawling.; Creeping.; Pulling.; Throbbing.; Aching.; Itching.; Electric.; Sometimes the feelings of RLS are hard to explain. People with RLS usually don't describe the condition as a muscle cramp or numbness. They do, however, consistently describe the desire to move the legs.; It's common for symptoms to get better and worse. Sometimes symptoms disappear for periods of time, then come back."
Retinal detachment,https://www.mayoclinic.org/diseases-conditions/retinal-detachment/symptoms-causes/syc-20351344,"Retinal detachment is painless. Often, symptoms are present before a retinal detachment happens or before it has gotten worse. You may notice symptoms such as:; The sudden appearance of tiny specks or squiggly lines that seem to drift through your field of vision. These are called floaters.; Flashes of light in one or both eyes. These are called photopsias.; Blurred vision.; Side vision, also called peripheral vision, that becomes worse.; A curtainlike shadow over your field of vision."
Retinal diseases,https://www.mayoclinic.org/diseases-conditions/retinal-diseases/symptoms-causes/syc-20355825,Many retinal diseases share some common symptoms. These may include:; Seeing floating specks or cobwebs.; Blurred or distorted vision in which straight lines can look wavy.; Defects in the side vision.; Vision loss.; You may need to try looking with each eye alone to notice these changes.
Retinoblastoma,https://www.mayoclinic.org/diseases-conditions/retinoblastoma/symptoms-causes/syc-20351008,Retinoblastoma signs and symptoms include:; A white color in the center circle of the eye when light is shone in the eye. It might show up in flash photos.; Eye redness.; Eye swelling.; Eyes that seem to be looking in different directions.; Vision loss.
Retractile testicle,https://www.mayoclinic.org/diseases-conditions/retractile-testicle/symptoms-causes/syc-20377197,"Testicles form in the abdomen during fetal development. During the final months of development, the testicles gradually descend into the scrotum. If this descent isn't completed at birth, the testicle usually descends within a few months. If your son has a retractile testicle, the testicle originally descended as it should, but doesn't remain in place.; Symptoms of a retractile testicle include:; The testicle may be moved by hand from the groin into the scrotum and won't immediately retreat to the groin.; The testicle might spontaneously appear in the scrotum and remain there for a time.; The testicle might spontaneously disappear again for a time.; Retractile testicle is different from undescended testicle (cryptorchidism). An undescended testicle is one that never entered the scrotum."
Retrograde ejaculation,https://www.mayoclinic.org/diseases-conditions/retrograde-ejaculation/symptoms-causes/syc-20354890,"Retrograde ejaculation doesn't affect your ability to get an erection or have an orgasm — but when you climax, semen goes into your bladder instead of coming out of your penis. Retrograde ejaculation signs and symptoms include:; Orgasms in which you ejaculate very little or no semen out of your penis (dry orgasms); Urine that is cloudy after orgasm because it contains semen; Inability to get a woman pregnant (male infertility)"
Rett syndrome,https://www.mayoclinic.org/diseases-conditions/rett-syndrome/symptoms-causes/syc-20377227,"Babies with Rett syndrome usually are born after an uncomplicated pregnancy and delivery. Most infants with Rett syndrome seem to grow and behave as expected for the first six months. After that, signs and symptoms start to appear.; The most pronounced changes generally occur at 12 to 18 months of age, over a period of weeks or months. Symptoms and their severity vary greatly from child to child.; The main signs and symptoms include:; Slowed growth. Brain growth slows after birth. Smaller than usual head size (microcephaly) is sometimes the first sign that a child has Rett syndrome. As children get older, there is delayed growth in other parts of the body.; Loss of movement and coordination abilities. The first signs often include reduced hand control and a decreasing ability to crawl or walk. At first, this loss of abilities occurs rapidly, and then it continues more gradually. Eventually muscles become weak or stiff, with unusual movement and positioning.; Loss of communication abilities. Children with Rett syndrome typically begin to lose the ability to speak, to make eye contact and to communicate in other ways. They may become disinterested in other people, toys and their surroundings. Some children have rapid changes, such as a sudden loss of language. Over time, children may gradually regain eye contact and develop nonverbal communication skills.; Unusual hand movements. Children with Rett syndrome usually develop repetitive, purposeless hand movements, which differ from child to child. Hand movements may include hand-wringing, squeezing, clapping, tapping or rubbing.; Other signs and symptoms can include:; Unusual eye movements. Children with Rett syndrome tend to have unusual eye movements, such as intense staring, blinking, crossed eyes or closing one eye at a time.; Breathing problems. These include breath holding, rapid breathing (hyperventilation), forcefully blowing out air or saliva, and swallowing air. These problems tend to occur during waking hours. Other breathing disturbances such as shallow breathing or short periods of stopping breathing (apnea) can occur during sleep.; Irritability and crying. Children with Rett syndrome may become increasingly agitated and irritable as they get older. Periods of crying or screaming may begin suddenly, for no apparent reason, and last for hours. Some children may experience fears and anxiety.; Other unusual behaviors. These may include, for example, sudden, odd facial expressions and long bouts of laughter, hand licking, and grasping of hair or clothing.; Intellectual disabilities. Loss of skills may be connected to losing the ability to think, understand and learn.; Seizures. Most people who have Rett syndrome experience seizures at some time during their lives. Multiple seizure types may occur and are associated with changes on an electroencephalogram (EEG).; Sideways curvature of the spine (scoliosis). Scoliosis is common with Rett syndrome. It typically begins between 8 and 11 years of age and progresses with age. Surgery may be required if the curvature is severe.; Irregular heartbeat. This is a life-threatening problem for many children and adults with Rett syndrome and can result in sudden death.; Sleep disturbances. Problems with sleep patterns can include irregular sleep times, falling asleep during the day and being awake at night, or waking in the night with crying or screaming.; Other symptoms. A variety of other symptoms can occur, such as a decreased response to pain; small hands and feet that are usually cold; problems with chewing and swallowing; problems with bowel function; and teeth grinding."
Reye's syndrome,https://www.mayoclinic.org/diseases-conditions/reyes-syndrome/symptoms-causes/syc-20377255,"The symptoms of Reye's syndrome usually start about 3 to 5 days after a viral infection begins. The viral infection may be the flu, also known as influenza, or chickenpox. Or Reye's syndrome may develop after an upper respiratory infection such as a cold.; In Reye's syndrome, a child's blood sugar usually drops while levels of ammonia and acidity in the blood rise. The liver also may swell, and fats may build up. Swelling may occur in the brain. This can cause seizures, convulsions or loss of consciousness."
Rhabdomyosarcoma,https://www.mayoclinic.org/diseases-conditions/rhabdomyosarcoma/symptoms-causes/syc-20390962,"Signs and symptoms of rhabdomyosarcoma depend on where the cancer starts.; For example, if the cancer is in the head or neck area, symptoms may include:; Headache.; Bleeding in the nose, throat or ears.; Tearing, bulging or swelling of the eyes.; If the cancer is in the urinary or reproductive system, symptoms may include:; A mass or bleeding in the vagina or rectum.; Trouble urinating and blood in the urine.; Trouble with bowel movements.; If the cancer is in the arms or legs, symptoms may include:; Possibly pain in the affected area, if the cancer pushes on nerves or other areas of the body.; Swelling or a lump in the arm or leg.; There is a problem with information submitted for this request. Review/update the information highlighted below and resubmit the form."
Rheumatic fever,https://www.mayoclinic.org/diseases-conditions/rheumatic-fever/symptoms-causes/syc-20354588,"Rheumatic fever symptoms usually start about 2 to 4 weeks after a strep throat infection. Symptoms are due to swelling, called inflammation, in the heart, joints, skin or central nervous system. There may be few symptoms or several. Symptoms can come and go or change while a person is sick with rheumatic fever.; Rheumatic fever symptoms can include:; Fever.; Joint pain or swelling — most often the knees, ankles, elbows and wrists. Joints may feel hot or tender.; Pain in one joint that travels to another joint.; Chest pain.; Fatigue.; Small, painless bumps beneath the skin.; Flat or slightly raised, painless rash with a ragged edge.; Some people with rheumatic fever develop a condition called Sydenham chorea. Symptoms of this condition include:; Jerky, uncontrollable body movements, most often in the hands, feet and face.; Outbursts of crying or inappropriate laughing."
Rheumatoid arthritis,https://www.mayoclinic.org/diseases-conditions/rheumatoid-arthritis/symptoms-causes/syc-20353648,"Symptoms of rheumatoid arthritis may include:; Painful, warm, swollen joints.; Joint stiffness that most often is worse in the mornings and after periods of rest. It can last for 45 minutes or longer.; Tiredness, fever and not wanting to eat.; Rheumatoid arthritis may affect just a few joints at first. Most often, these are the small joints of the hands and the feet.; As the disease gets worse, symptoms may spread to more joints. These most often include the wrists, elbows, hips, knees and ankles. Most of the time, symptoms affect the same joints on both sides of the body.; Many people who have rheumatoid arthritis also have symptoms that affect more than the joints. Areas that may be affected include:; Skin.; Eyes.; Lungs.; Heart.; Nerve tissue.; Blood.; Rheumatoid arthritis symptoms may vary in how bad they are. They may come and go. Periods when the condition becomes more active, called flares, follow periods of less or no swelling and pain. This is called remission.; Over time, rheumatoid arthritis can cause joints to bend out of shape and shift out of place. The joints can be hard to use for daily activities at home or at work."
Rickets,https://www.mayoclinic.org/diseases-conditions/rickets/symptoms-causes/syc-20351943,"Symptoms of rickets can include:; Delayed growth.; Delayed motor skills.; Pain in the spine, pelvis and legs.; Muscle weakness.; In infants, symptoms of rickets may be harder to identify because bone and muscle complaints are often not detected until a child starts to walk. Symptoms of rickets in infants caused by low blood calcium levels may include:; Tight muscle tone.; Breathing sounds that are not regular.; Because rickets softens the areas of growing tissue at the ends of a child's bones, known as growth plates, it can cause skeletal deformities such as:; Bowed legs or knock-knees.; Thickened wrists and ankles.; Breastbone projection."
Ringworm (body),https://www.mayoclinic.org/diseases-conditions/ringworm-body/symptoms-causes/syc-20353780,"Signs and symptoms of ringworm may include:; A scaly ring-shaped area, typically on the buttocks, trunk, arms and legs; Itchiness; A clear or scaly area inside the ring, perhaps with a scattering of bumps whose color ranges from red on white skin to reddish, purplish, brown or gray on black and brown skin; Slightly raised, expanding rings; A round, flat patch of itchy skin; Overlapping rings"
Ringworm (scalp),https://www.mayoclinic.org/diseases-conditions/ringworm-scalp/symptoms-causes/syc-20354918,"Signs and symptoms of ringworm of the scalp may include:; One or more round, scaly or inflamed patches where the hair has broken off at or near the scalp; Patches that slowly get bigger and have small, black dots where the hair has broken off; Brittle or fragile hair that can be easily broken or pulled out; Tender or painful areas on the scalp"
Rosacea,https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815,
Roseola,https://www.mayoclinic.org/diseases-conditions/roseola/symptoms-causes/syc-20377283,"If your child is exposed to someone with roseola and becomes infected with the virus, it will likely take 1 to 2 weeks for signs and symptoms of infection to appear. Or they may not appear at all. It's possible to become infected with roseola but not show any sign of it.; Roseola symptoms might include:; Fever. Roseola often starts with a high fever — often higher than 103 F (39.4 C). It starts suddenly and lasts 3 to 5 days. Some children also may have a sore throat, runny nose or cough along with or before the fever. Your child may also develop swollen lymph nodes in the neck.; Rash. After the fever goes away, a rash often appears. A roseola rash is many small spots or patches. These spots tend to be flat. The rash often starts on the chest, back and belly and then spreads to the neck and arms. It might reach the legs and face. The rash isn't likely to be itchy or painful. It can last hours or days. The rash might occur without a fever first.; Rash. After the fever goes away, a rash often appears. A roseola rash is many small spots or patches. These spots tend to be flat.; The rash often starts on the chest, back and belly and then spreads to the neck and arms. It might reach the legs and face. The rash isn't likely to be itchy or painful. It can last hours or days. The rash might occur without a fever first."
Rotator cuff injury,https://www.mayoclinic.org/diseases-conditions/rotator-cuff-injury/symptoms-causes/syc-20350225,The pain associated with a rotator cuff injury may:; Be described as a dull ache deep in the shoulder.; Disturb sleep.; Make it difficult to comb your hair or reach behind your back.; Be accompanied by arm weakness.; Some rotator cuff injuries don't cause pain.
Rotavirus,https://www.mayoclinic.org/diseases-conditions/rotavirus/symptoms-causes/syc-20351300,"In adults, rotavirus infection doesn’t tend to causes symptoms or causes mild symptoms.; In children and others, symptoms often start within two days of exposure to the virus. Symptoms include:; Fever and vomiting. These are often the first symptoms people have, but they tend to improve by the second day.; Diarrhea. This symptom can last a few days to a week. It may take a few weeks for stools to return to their typical appearance and patterns."
Rubella,https://www.mayoclinic.org/diseases-conditions/rubella/symptoms-causes/syc-20377310,"The signs and symptoms of rubella are often difficult to notice, especially in children. Signs and symptoms generally appear between two and three weeks after exposure to the virus. They usually last about 1 to 5 days and may include:; Mild fever of 102 F (38.9 C) or lower; Headache; Stuffy or runny nose; Red, itchy eyes; Enlarged, tender lymph nodes at the base of the skull, the back of the neck and behind the ears; A fine, pink rash that begins on the face and quickly spreads to the trunk and then the arms and legs, before disappearing in the same order; Aching joints, especially in young women"
Rumination syndrome,https://www.mayoclinic.org/diseases-conditions/rumination-syndrome/symptoms-causes/syc-20377330,"Symptoms of rumination syndrome include:; Effortless regurgitation, typically within minutes of eating.; Belly pain or pressure relieved by regurgitation.; A feeling of fullness.; Nausea.; Losing weight without trying.; Rumination syndrome isn't usually associated with retching."
Ruptured eardrum (perforated eardrum),https://www.mayoclinic.org/diseases-conditions/ruptured-eardrum/symptoms-causes/syc-20351879,"Signs and symptoms of a ruptured eardrum may include:; Ear pain that may subside quickly; Mucuslike, pus-filled or bloody drainage from the ear; Hearing loss; Ringing in the ear (tinnitus); Spinning sensation (vertigo); Nausea or vomiting that can result from vertigo"
Ruptured spleen,https://www.mayoclinic.org/diseases-conditions/ruptured-spleen/symptoms-causes/syc-20352317,"Signs and symptoms of a ruptured spleen include:; Pain in the upper left stomach.; Tenderness when you touch the upper left stomach.; Left shoulder pain.; Confusion, lightheadedness or dizziness."
Sacral dimple,https://www.mayoclinic.org/diseases-conditions/sacral-dimple/symptoms-causes/syc-20377353,
Sacroiliitis,https://www.mayoclinic.org/diseases-conditions/sacroiliitis/symptoms-causes/syc-20350747,"The pain of sacroiliitis most often occurs in the buttocks and lower back. It also can affect the legs, groin and even the feet. The pain can improve with movement. The following can make sacroiliitis pain worse:; Sleeping or sitting for a long time.; Standing a long time.; Having more weight on one leg than the other.; Stair climbing.; Running.; Taking large steps when moving forward.; There is a problem with information submitted for this request. Review/update the information highlighted below and resubmit the form."
Salivary gland tumors,https://www.mayoclinic.org/diseases-conditions/salivary-gland-cancer/symptoms-causes/syc-20354151,Signs and symptoms of a salivary gland tumor may include:; A lump or swelling on or near the jaw or in the neck or mouth.; Muscle weakness on one side of the face.; Numbness in part of the face.; Ongoing pain near a salivary gland.; Trouble opening the mouth widely.; Trouble swallowing.
Salmonella infection,https://www.mayoclinic.org/diseases-conditions/salmonella/symptoms-causes/syc-20355329,"Salmonella infection is usually caused by eating raw or undercooked meat, poultry, and eggs or egg products or by drinking unpasteurized milk. The incubation period — the time between exposure and illness — can be 6 hours to 6 days. Often, people who have salmonella infection think they have the stomach flu.; Possible signs and symptoms of salmonella infection include:; Diarrhea; Stomach (abdominal) cramps; Fever; Nausea; Vomiting; Chills; Headache; Blood in the stool; Signs and symptoms of salmonella infection generally last a few days to a week. Diarrhea may last up to 10 days, but it may take several months before bowels return to usual stool habits.; A few varieties of salmonella bacteria result in typhoid fever, a sometimes deadly disease that is more common in developing countries."
Sarcoidosis,https://www.mayoclinic.org/diseases-conditions/sarcoidosis/symptoms-causes/syc-20350358,"Symptoms of sarcoidosis vary, depending on which organs are affected and how badly they're affected. Sarcoidosis sometimes develops slowly over time and causes symptoms that last for years. Other times, symptoms appear suddenly and then disappear just as quickly. Many people with sarcoidosis have no symptoms, so the condition is found only when a chest X-ray is done for another reason."
Sarcoma,https://www.mayoclinic.org/diseases-conditions/sarcoma/symptoms-causes/syc-20351048,"Signs and symptoms of sarcoma include:; A lump that can be felt through the skin that may or may not be painful.; Bone pain.; A bone that breaks with no clear cause, such as with a minor injury or no injury.; Belly pain.; Weight loss."
Scabies,https://www.mayoclinic.org/diseases-conditions/scabies/symptoms-causes/syc-20377378,"Scabies symptoms include:; Itching, often severe and usually worse at night; Thin, wavy tunnels made up of tiny blisters or bumps on the skin; Scabies is often found in the skin folds. But scabies can appear on many parts of the body. In adults and older children, scabies is most often found:; Between the fingers and toes; In the armpits; Around the waist; Along the insides of the wrists; On the inner elbows; On the soles of the feet; On the chest; Around the nipples; Around the belly button; Around the genitals; In the groin area; On the buttocks; In infants and young children, common sites of scabies usually include the:; Fingers; Face, scalp and neck; Palms of the hands; Soles of the feet; If you've had scabies before, symptoms may start within a few days of exposure. If you've never had scabies, it can take as long as six weeks for symptoms to start. You can still spread scabies even if you don't have any symptoms yet."
Scarlet fever,https://www.mayoclinic.org/diseases-conditions/scarlet-fever/symptoms-causes/syc-20377406,"The signs and symptoms that give scarlet fever its name include:; Red rash. The rash looks like a sunburn and feels like sandpaper. It typically begins on the face or neck and spreads to the trunk, arms and legs. Pushing on the reddened skin makes it turn pale.; Red lines. The folds of skin around the groin, armpits, elbows, knees and neck usually become a deeper red than the other areas with the rash.; Flushed face. The face may appear flushed with a pale ring around the mouth.; Strawberry tongue. The tongue generally looks red and bumpy, and it's often covered with a white coating early in the disease.; Signs and symptoms of scarlet fever also include:; Fever of 100.4 F (38.0 C) or higher, often with chills; Very sore and red throat, sometimes with white or yellowish patches; Difficulty swallowing; Enlarged glands in the neck (lymph nodes) that are tender to the touch; Nausea or vomiting; Belly (abdominal) pain; Headache and body aches; The rash and the redness in the face and tongue usually last about a week. After these signs and symptoms have gone away, the skin affected by the rash often peels."
Schizoaffective disorder,https://www.mayoclinic.org/diseases-conditions/schizoaffective-disorder/symptoms-causes/syc-20354504,"Schizoaffective disorder symptoms may vary from person to person. People with the condition have psychotic symptoms, such as hallucinations and delusions. They also can have symptoms of a mood disorder. This type of schizophrenia could be the bipolar type, which features bouts of mania and sometimes depression. Or it could be the depressive type, which features bouts of depression.; How schizoaffective disorder starts and how it affects people may vary. But defining features include a major bout of depressed or manic mood and at least a two-week period of psychotic symptoms when mood symptoms are not present.; Symptoms of schizoaffective disorder depend on the type — bipolar or depressive. Symptoms may include:; Delusions — having false, fixed beliefs, despite facts showing that they're not true.; Hallucinations, such as hearing voices or seeing things that others don't observe.; Disorganized thinking and speech.; Bizarre or unusual behavior.; Symptoms of depression, such as feeling empty, sad or worthless.; Periods of manic mood, with more energy and less need for sleep over several days, and behaviors that are out of character.; Having a hard time functioning at work or school or in social situations.; Problems managing personal care, such as not looking clean and not taking care in how one looks."
Schizoid personality disorder,https://www.mayoclinic.org/diseases-conditions/schizoid-personality-disorder/symptoms-causes/syc-20354414,"If you have schizoid personality disorder, it's likely that you:; Want to be alone and do activities alone.; Do not want or enjoy close relationships.; Feel little if any desire for sexual relationships.; Take pleasure in few activities, if any.; Find it hard to express your emotions and react.; May lack humor or not be interested in others. Or you may be cold toward others.; May lack the drive that makes you want to reach goals.; Do not react to praise or criticism from others.; People may view you as odd or unusual.; Schizoid personality disorder most often begins when a person is a young adult. But some symptoms might be noticed during childhood. These symptoms may make it hard to do well in school, at work, in social situations or in other areas of life. But the person may do well if the job can be done by mostly working alone."
Schizophrenia,https://www.mayoclinic.org/diseases-conditions/schizophrenia/symptoms-causes/syc-20354443,"Schizophrenia involves a range of problems in how people think, feel and behave. Symptoms may include:; Delusions. This is when people believe in things that aren't real or true. For example, people with schizophrenia could think that they're being harmed or harassed when they aren't. They could think that they're the target for certain gestures or comments when they aren't. They may think they're very famous or have great ability when that's not the case. Or they could feel that a major disaster is about to occur when that's not true. Most people with schizophrenia have delusions.; Hallucinations. These usually involve seeing or hearing things that other people don't observe. For people with schizophrenia, these things seem real. Hallucinations can occur with any of the senses, but hearing voices is most common.; Disorganized speech and thinking. Disorganized speech causes disorganized thinking. It can be hard for people with schizophrenia to talk with other people. The answers people with schizophrenia give to questions may not be related to what's being asked. Or questions may not be answered fully. Rarely, speech may include putting together unrelated words in a way that can't be understood. Sometimes this is called word salad.; Extremely disorganized or unusual motor behavior. This may show in several ways, from childlike silliness to being agitated for no reason. Behavior isn't focused on a goal, so it's hard to do tasks. People with schizophrenia may not want to follow instructions. They may move in ways that are not typical or not appropriate to the social setting. Or they may not move much or respond at all.; Negative symptoms. People with schizophrenia may not be able to function in the way they could before their illness started. For example, they may not bathe, make eye contact or show emotions. They may speak in a monotone voice and not be able to feel pleasure. Also, they may lose interest in everyday activities, socially withdraw and have a hard time planning ahead.; Symptoms can vary in type and how severe they are. At times, symptoms may get better or worse. Some symptoms may be present at all times.; People with schizophrenia usually are diagnosed in the late teen years to early 30s. In men, schizophrenia symptoms usually start in the late teens to early 20s. In women, symptoms usually begin in the late 20s to early 30s. There also is a group of people — usually women — who are diagnosed later in life. It isn't common for children to be diagnosed with schizophrenia."
Schizotypal personality disorder,https://www.mayoclinic.org/diseases-conditions/schizotypal-personality-disorder/symptoms-causes/syc-20353919,"Schizotypal personality disorder usually includes five or more of these symptoms. The person may:; Be a loner and lack close friends and other relationships outside of the immediate family.; Have flat emotions or have emotional responses that are limited or not proper socially.; Have too much social anxiety, which is ongoing.; Incorrectly interpret events, such as feeling that something harmless or not offensive has a direct personal meaning.; Have strange or unusual thinking, beliefs or mannerisms.; Have suspicious or paranoid thoughts and constant doubts about the loyalty of others.; Believe in special powers, such as mental telepathy or superstitions.; Have unusual thoughts, such as sensing an absent person's presence, or having illusions.; Dress in odd ways, such as appearing messy or wearing oddly matched clothes.; Speak in an odd way, such as vague or unusual patterns of speaking, or ramble oddly while speaking.; Symptoms of schizotypal personality disorder, such as more interest in activities done alone or a high level of social anxiety, may be seen in the teen years. The child may not do well in school or appear socially out of step with peers. This may lead to teasing or bullying."
Schwannomatosis,https://www.mayoclinic.org/diseases-conditions/schwannomatosis/symptoms-causes/syc-20567542,Schwannomatosis symptoms depend on the type.
Sciatica,https://www.mayoclinic.org/diseases-conditions/sciatica/symptoms-causes/syc-20377435,"Sciatica pain can be almost anywhere along the nerve pathway. It's especially likely to follow a path from the low back to the buttock and the back of a thigh and calf.; The pain can vary from a mild ache to a sharp, burning pain. Sometimes it feels like a jolt or electric shock. It can be worse when coughing or sneezing or sitting a long time. Usually, sciatica affects only one side of the body.; Some people also have numbness, tingling, or muscle weakness in the leg or foot. One part of the leg can be in pain, while another part can feel numb."
Scleroderma,https://www.mayoclinic.org/diseases-conditions/scleroderma/symptoms-causes/syc-20351952,"Scleroderma symptoms vary from person to person, depending on which parts of the body are affected."
Sclerosing mesenteritis,https://www.mayoclinic.org/diseases-conditions/sclerosing-mesenteritis/symptoms-causes/syc-20355087,"Symptoms of sclerosing mesenteritis include pain in the belly, vomiting, bloating, diarrhea and fever. Sometimes people don't have any symptoms."
Scoliosis,https://www.mayoclinic.org/diseases-conditions/scoliosis/symptoms-causes/syc-20350716,"Symptoms of scoliosis may include:; Change in posture.; Shoulders that aren't even.; One shoulder blade that looks bigger than the other.; Waist that isn't even.; One hip higher than the other.; One side of the rib cage pushing forward.; One side of the back poking out when bending forward.; Most often with scoliosis, the spine rotates or twists as well as curving side to side. This causes the ribs or muscles on one side of the body to stick out farther than those on the other side."
